Frequency (Hz)	Level (dB)
655.273438	-72.234474
656.250000	-72.778648
657.226562	-73.117630
658.203125	-72.031578
659.179688	-72.460732
660.156250	-71.910866
661.132812	-72.148361
662.109375	-71.507408
663.085938	-70.260002
664.062500	-70.516960
665.039062	-69.890518
666.015625	-70.201080
666.992188	-71.350822
667.968750	-71.048813
668.945312	-70.186211
669.921875	-70.268944
670.898438	-69.426300
671.875000	-68.875854
672.851562	-68.244553
673.828125	-69.293427
674.804688	-69.135483
675.781250	-69.971596
676.757812	-67.901833
677.734375	-68.211456
678.710938	-68.130005
679.687500	-68.541214
680.664062	-66.200676
681.640625	-65.870964
682.617188	-65.622963
683.593750	-65.311264
684.570312	-65.825935
685.546875	-65.223396
686.523438	-65.565468
687.500000	-65.568726
688.476562	-64.912209
689.453125	-64.201012
690.429688	-65.652008
691.406250	-64.905083
692.382812	-64.137085
693.359375	-63.616348
694.335938	-63.829006
695.312500	-64.276352
696.289062	-65.272308
697.265625	-62.903915
698.242188	-63.131866
699.218750	-63.909851
700.195312	-63.147251
701.171875	-62.393616
702.148438	-63.124893
703.125000	-62.476814
704.101562	-62.042187
705.078125	-63.083012
706.054688	-62.982483
707.031250	-63.628834
708.007812	-64.189705
708.984375	-63.994900
709.960938	-64.804131
710.937500	-63.767460
711.914062	-63.822159
712.890625	-65.022491
713.867188	-63.775475
714.843750	-65.755524
715.820312	-64.907700
716.796875	-65.726883
717.773438	-65.851791
718.750000	-66.120842
719.726562	-67.096382
720.703125	-67.158241
721.679688	-66.521744
722.656250	-67.611786
723.632812	-67.466164
724.609375	-67.403671
725.585938	-67.021576
726.562500	-67.659348
727.539062	-69.021126
728.515625	-68.648727
729.492188	-69.894875
730.468750	-69.018105
731.445312	-68.768898
732.421875	-69.593819
733.398438	-70.347198
734.375000	-68.870476
735.351562	-70.570778
736.328125	-70.860466
737.304688	-70.933121
738.281250	-70.265717
739.257812	-70.215775
740.234375	-70.571068
741.210938	-71.682365
742.187500	-70.071327
743.164062	-70.136368
744.140625	-72.319824
745.117188	-71.286308
746.093750	-71.552910
747.070312	-71.752831
748.046875	-71.859894
749.023438	-73.075737
750.000000	-73.220215
750.976562	-72.435188
751.953125	-72.122406
752.929688	-73.577728
753.906250	-73.736427
754.882812	-73.033516
755.859375	-73.393753
756.835938	-74.223732
757.812500	-73.951553
758.789062	-73.584206
759.765625	-73.127892
760.742188	-73.695152
761.718750	-74.190659
762.695312	-74.447952
763.671875	-74.435600
764.648438	-73.486992
765.625000	-74.626648
766.601562	-74.882347
767.578125	-74.950012
768.554688	-74.009087
769.531250	-74.711067
770.507812	-74.379814
771.484375	-75.138016
772.460938	-76.316216
773.437500	-75.519943
774.414062	-75.422676
775.390625	-74.342171
776.367188	-76.304985
777.343750	-75.620140
778.320312	-75.418388
779.296875	-75.995773
780.273438	-77.139626
781.250000	-77.436295
782.226562	-76.835907
783.203125	-75.926987
784.179688	-75.970268
785.156250	-75.733772
786.132812	-76.088722
787.109375	-76.358826
788.085938	-75.063629
789.062500	-76.279686
790.039062	-76.545059
791.015625	-77.473061
791.992188	-75.876007
792.968750	-76.202774
793.945312	-76.036179
794.921875	-76.973824
795.898438	-76.707993
796.875000	-76.423119
797.851562	-76.092751
798.828125	-75.722145
799.804688	-75.499474
800.781250	-76.797890
801.757812	-76.793098
802.734375	-76.779060
803.710938	-76.890488
804.687500	-77.677620
805.664062	-76.967873
806.640625	-77.587540
807.617188	-77.022903
808.593750	-76.827934
809.570312	-76.631927
810.546875	-77.372032
811.523438	-78.227364
812.500000	-77.744858
813.476562	-76.373360
814.453125	-77.536621
815.429688	-77.598175
816.406250	-76.784599
817.382812	-77.886101
818.359375	-76.733635
819.335938	-77.691086
820.312500	-77.087914
821.289062	-77.703827
822.265625	-78.529106
823.242188	-77.269073
824.218750	-77.809784
825.195312	-77.612434
826.171875	-78.473877
827.148438	-76.589577
828.125000	-78.329750
829.101562	-78.573082
830.078125	-78.035713
831.054688	-78.002640
832.031250	-77.603165
833.007812	-78.229988
833.984375	-78.066566
834.960938	-78.440430
835.937500	-78.505562
836.914062	-77.911880
837.890625	-79.069092
838.867188	-78.387192
839.843750	-79.286186
840.820312	-79.306992
841.796875	-77.935577
842.773438	-78.261276
843.750000	-79.152679
844.726562	-77.814857
845.703125	-79.286957
846.679688	-79.387383
847.656250	-77.715843
848.632812	-77.629349
849.609375	-78.037231
850.585938	-78.334351
851.562500	-78.773270
852.539062	-78.465187
853.515625	-78.763199
854.492188	-78.481476
855.468750	-78.477158
856.445312	-78.520775
857.421875	-78.262009
858.398438	-78.525108
859.375000	-78.245789
860.351562	-77.764633
861.328125	-78.869637
862.304688	-78.552368
863.281250	-79.264534
864.257812	-78.140640
865.234375	-78.937180
866.210938	-78.130905
867.187500	-78.848633
868.164062	-78.083588
869.140625	-78.335304
870.117188	-77.685844
871.093750	-78.213440
872.070312	-77.699799
873.046875	-78.009026
874.023438	-78.055557
875.000000	-79.022461
875.976562	-78.121414
876.953125	-78.363289
877.929688	-78.916847
878.906250	-78.593895
879.882812	-78.438560
880.859375	-77.951149
881.835938	-77.594193
882.812500	-78.847015
883.789062	-78.515678
884.765625	-78.660049
885.742188	-78.290855
886.718750	-77.968636
887.695312	-78.709274
888.671875	-77.865433
889.648438	-76.608978
890.625000	-79.310219
891.601562	-78.827316
892.578125	-79.065704
893.554688	-79.263962
894.531250	-78.583984
895.507812	-78.679070
896.484375	-78.664772
897.460938	-78.741508
898.437500	-79.499458
899.414062	-78.697533
900.390625	-77.905807
901.367188	-77.271049
902.343750	-77.437866
903.320312	-78.342499
904.296875	-78.330482
905.273438	-77.135239
906.250000	-77.222794
