Frequency (Hz)	Level (dB)
694.335938	-63.921776
695.312500	-64.849716
696.289062	-66.372902
697.265625	-64.521278
698.242188	-64.981110
699.218750	-66.197693
700.195312	-65.861816
701.171875	-65.303581
702.148438	-66.454636
703.125000	-66.237785
704.101562	-65.931267
705.078125	-67.104927
706.054688	-67.109108
707.031250	-67.679764
708.007812	-68.098770
708.984375	-68.130005
709.960938	-68.988861
710.937500	-68.048897
711.914062	-67.959274
712.890625	-68.961418
713.867188	-67.977890
714.843750	-69.422737
715.820312	-68.661369
716.796875	-69.291908
717.773438	-69.608223
718.750000	-69.856514
719.726562	-70.772484
720.703125	-70.609962
721.679688	-69.878914
722.656250	-70.766602
723.632812	-70.489502
724.609375	-70.566895
725.585938	-70.113823
726.562500	-70.388359
727.539062	-71.632309
728.515625	-71.358398
729.492188	-72.427231
730.468750	-71.631073
731.445312	-70.994583
732.421875	-71.624344
733.398438	-72.423515
734.375000	-70.565529
735.351562	-72.494873
736.328125	-72.397926
737.304688	-72.708733
738.281250	-71.940948
739.257812	-71.460487
740.234375	-71.714943
741.210938	-72.736610
742.187500	-71.025574
743.164062	-70.791550
744.140625	-73.195564
745.117188	-72.152748
746.093750	-71.634293
747.070312	-72.378418
748.046875	-72.037270
749.023438	-73.080620
750.000000	-73.628922
750.976562	-72.470131
751.953125	-72.001221
752.929688	-73.661545
753.906250	-73.093132
754.882812	-72.342094
755.859375	-72.569084
756.835938	-73.707298
757.812500	-72.956917
758.789062	-72.304703
759.765625	-72.240807
760.742188	-72.432556
761.718750	-72.858063
762.695312	-73.097954
763.671875	-72.621758
764.648438	-71.702888
765.625000	-72.558716
766.601562	-72.878944
767.578125	-73.315643
768.554688	-72.095490
769.531250	-72.331024
770.507812	-71.855286
771.484375	-72.741219
772.460938	-73.561478
773.437500	-72.940063
774.414062	-72.362762
775.390625	-71.427681
776.367188	-72.951378
777.343750	-72.343872
778.320312	-71.725166
779.296875	-72.433022
780.273438	-73.657387
781.250000	-73.597481
782.226562	-72.799240
783.203125	-71.833687
784.179688	-71.568298
785.156250	-71.486320
786.132812	-71.699501
787.109375	-71.528526
788.085938	-70.197144
789.062500	-71.830460
790.039062	-71.438904
791.015625	-72.586121
791.992188	-70.493454
792.968750	-70.512115
793.945312	-70.623032
794.921875	-70.987686
795.898438	-70.455292
796.875000	-70.540482
797.851562	-69.822723
798.828125	-69.321785
799.804688	-68.708748
800.781250	-70.075951
801.757812	-69.687813
802.734375	-69.825439
803.710938	-69.632980
804.687500	-69.678467
805.664062	-68.995491
806.640625	-69.417061
807.617188	-69.173935
808.593750	-68.227318
809.570312	-68.009506
810.546875	-68.716934
811.523438	-69.204010
812.500000	-68.156631
813.476562	-67.041840
814.453125	-67.436340
815.429688	-67.164452
816.406250	-66.510780
817.382812	-67.235786
818.359375	-66.017509
819.335938	-66.903481
820.312500	-65.640076
821.289062	-65.821442
822.265625	-66.251701
823.242188	-64.772476
824.218750	-65.121025
825.195312	-64.232155
826.171875	-64.772957
827.148438	-62.844521
828.125000	-63.941662
829.101562	-63.514984
830.078125	-62.967392
831.054688	-62.388115
832.031250	-61.277042
833.007812	-61.517326
833.984375	-61.202934
834.960938	-60.856392
835.937500	-60.354439
836.914062	-59.042450
837.890625	-59.934509
838.867188	-58.578201
839.843750	-58.834080
840.820312	-58.468983
841.796875	-56.713627
842.773438	-56.807564
843.750000	-56.945648
844.726562	-55.416325
845.703125	-56.971821
846.679688	-56.884197
847.656250	-55.473503
848.632812	-55.816051
849.609375	-56.590355
850.585938	-57.228558
851.562500	-57.986519
852.539062	-58.168556
853.515625	-58.719975
854.492188	-59.066330
855.468750	-59.752941
856.445312	-59.885742
857.421875	-60.221844
858.398438	-61.208313
859.375000	-61.246849
860.351562	-61.498814
861.328125	-62.775997
862.304688	-63.005215
863.281250	-63.835903
864.257812	-63.158749
865.234375	-64.550400
866.210938	-63.796253
867.187500	-65.125641
868.164062	-64.452621
869.140625	-64.988754
870.117188	-64.619385
871.093750	-65.461739
872.070312	-65.137772
873.046875	-65.922890
874.023438	-65.927155
875.000000	-67.186279
875.976562	-66.737823
876.953125	-67.401421
877.929688	-67.899559
878.906250	-67.837242
879.882812	-68.134689
880.859375	-67.436798
881.835938	-67.395699
882.812500	-68.864723
883.789062	-68.282402
884.765625	-68.534439
885.742188	-68.950409
886.718750	-68.486488
887.695312	-69.211098
888.671875	-68.553558
889.648438	-67.623154
890.625000	-70.553154
891.601562	-70.311592
892.578125	-70.631447
893.554688	-70.285683
894.531250	-70.119530
895.507812	-70.563103
896.484375	-70.711830
897.460938	-70.657585
898.437500	-71.369316
899.414062	-71.408455
900.390625	-70.393555
901.367188	-69.500336
902.343750	-70.026680
903.320312	-71.103119
904.296875	-71.075966
905.273438	-70.233429
906.250000	-69.607552
907.226562	-70.272415
908.203125	-71.664268
909.179688	-71.467018
910.156250	-71.458855
911.132812	-70.715019
912.109375	-69.415672
913.085938	-72.243927
914.062500	-71.000496
915.039062	-71.287109
