Frequency (Hz)	Level (dB)
373.046875	-77.185730
374.023438	-77.432686
375.000000	-77.576599
375.976562	-78.199730
376.953125	-78.232018
377.929688	-78.273857
378.906250	-77.946289
379.882812	-78.191124
380.859375	-78.672989
381.835938	-78.485085
382.812500	-77.715080
383.789062	-78.722542
384.765625	-78.590240
385.742188	-79.059654
386.718750	-78.813789
387.695312	-79.697113
388.671875	-78.788918
389.648438	-78.005753
390.625000	-77.719185
391.601562	-79.920830
392.578125	-79.874512
393.554688	-78.347153
394.531250	-79.832207
395.507812	-78.945862
396.484375	-78.444084
397.460938	-79.751602
398.437500	-79.096992
399.414062	-78.310593
400.390625	-79.505058
401.367188	-79.174484
402.343750	-79.129517
403.320312	-78.039162
404.296875	-77.835106
405.273438	-80.554741
406.250000	-79.944168
407.226562	-78.814919
408.203125	-79.485123
409.179688	-79.761497
410.156250	-80.066513
411.132812	-79.797729
412.109375	-79.217400
413.085938	-78.192039
414.062500	-79.725441
415.039062	-79.505638
416.015625	-79.023872
416.992188	-79.083015
417.968750	-80.079742
418.945312	-78.978119
419.921875	-80.461304
420.898438	-78.908836
421.875000	-79.292068
422.851562	-79.259346
423.828125	-79.585800
424.804688	-78.318748
425.781250	-78.366837
426.757812	-79.259758
427.734375	-79.728989
428.710938	-79.843170
429.687500	-79.944542
430.664062	-79.158661
431.640625	-77.425529
432.617188	-79.212601
433.593750	-79.683975
434.570312	-80.020241
435.546875	-79.352310
436.523438	-79.485153
437.500000	-77.003960
438.476562	-78.869392
439.453125	-78.968582
440.429688	-80.021263
441.406250	-78.944023
442.382812	-79.007713
443.359375	-79.072182
444.335938	-78.896408
445.312500	-79.730583
446.289062	-79.609665
447.265625	-78.196175
448.242188	-79.127197
449.218750	-78.186867
450.195312	-79.672562
451.171875	-78.830902
452.148438	-79.285767
453.125000	-79.767792
454.101562	-79.081390
455.078125	-78.551811
456.054688	-78.604729
457.031250	-78.758347
458.007812	-78.793449
458.984375	-78.597939
459.960938	-78.550575
460.937500	-77.546707
461.914062	-78.387383
462.890625	-78.199783
463.867188	-78.701843
464.843750	-78.749222
465.820312	-78.558403
466.796875	-77.767464
467.773438	-78.198349
468.750000	-78.180283
469.726562	-77.180313
470.703125	-77.420212
471.679688	-78.860985
472.656250	-77.750969
473.632812	-78.446716
474.609375	-78.483192
475.585938	-79.160736
476.562500	-78.014351
477.539062	-77.809669
478.515625	-77.692146
479.492188	-78.491814
480.468750	-77.810394
481.445312	-77.224571
482.421875	-78.319321
483.398438	-76.856407
484.375000	-77.337410
485.351562	-77.349998
486.328125	-77.604332
487.304688	-77.443008
488.281250	-78.303810
489.257812	-75.713707
490.234375	-75.859528
491.210938	-76.864113
492.187500	-78.464363
493.164062	-75.605278
494.140625	-76.450012
495.117188	-76.634636
496.093750	-75.894493
497.070312	-77.367767
498.046875	-76.692657
499.023438	-76.818527
500.000000	-77.421135
500.976562	-75.444740
501.953125	-74.857750
502.929688	-76.640503
503.906250	-76.685852
504.882812	-76.040573
505.859375	-75.495522
506.835938	-74.974136
507.812500	-74.488922
508.789062	-76.154099
509.765625	-76.060616
510.742188	-74.484787
511.718750	-74.871750
512.695312	-74.487869
513.671875	-75.214989
514.648438	-74.895645
515.625000	-74.152878
516.601562	-74.486328
517.578125	-75.139648
518.554688	-73.409264
519.531250	-74.567596
520.507812	-74.377693
521.484375	-73.864601
522.460938	-73.485718
523.437500	-73.537750
524.414062	-74.423607
525.390625	-74.383286
526.367188	-73.708763
527.343750	-73.959320
528.320312	-73.408615
529.296875	-72.525528
530.273438	-73.465782
531.250000	-71.950706
532.226562	-71.363434
533.203125	-71.196480
534.179688	-72.046974
535.156250	-71.804794
536.132812	-70.922188
537.109375	-71.569878
538.085938	-71.492943
539.062500	-70.379646
540.039062	-70.676186
541.015625	-70.562798
541.992188	-70.029831
542.968750	-69.202179
543.945312	-69.948936
544.921875	-69.820686
545.898438	-69.867142
546.875000	-69.653633
547.851562	-68.189438
548.828125	-68.723923
549.804688	-68.882500
550.781250	-67.707123
551.757812	-68.234253
552.734375	-67.328186
553.710938	-67.005257
554.687500	-66.281387
555.664062	-66.409676
556.640625	-65.704491
557.617188	-66.000984
558.593750	-65.737244
559.570312	-65.261917
560.546875	-65.767525
561.523438	-65.294556
562.500000	-65.409752
563.476562	-63.582508
564.453125	-63.700642
565.429688	-64.934776
566.406250	-65.027794
567.382812	-63.488285
568.359375	-63.581181
569.335938	-63.673828
570.312500	-62.693573
571.289062	-63.913116
572.265625	-63.247952
573.242188	-63.260422
574.218750	-64.893600
575.195312	-63.841843
576.171875	-63.485741
577.148438	-63.129700
578.125000	-63.897228
579.101562	-64.775818
580.078125	-64.986038
581.054688	-64.380119
582.031250	-63.929592
583.007812	-64.308594
583.984375	-66.114685
584.960938	-66.364494
585.937500	-65.417366
586.914062	-65.149345
587.890625	-66.348022
588.867188	-66.045143
589.843750	-66.368279
590.820312	-66.285927
591.796875	-67.508492
592.773438	-66.981720
593.750000	-67.436333
594.726562	-68.067101
595.703125	-68.949837
596.679688	-68.103218
597.656250	-68.147385
598.632812	-69.268570
599.609375	-68.279778
600.585938	-69.806328
601.562500	-69.315193
602.539062	-69.563690
603.515625	-70.382866
604.492188	-70.715958
605.468750	-70.493477
606.445312	-70.716324
607.421875	-69.719315
608.398438	-72.456635
609.375000	-71.139641
610.351562	-70.394897
611.328125	-71.884819
612.304688	-71.268517
613.281250	-72.680710
614.257812	-71.748962
615.234375	-71.740700
616.210938	-72.057007
617.187500	-72.056526
618.164062	-72.181679
619.140625	-73.197014
620.117188	-72.587082
621.093750	-72.872307
622.070312	-72.705017
623.046875	-73.538963
624.023438	-73.407806
625.000000	-72.697029
625.976562	-73.315559
626.953125	-73.414673
627.929688	-73.386337
628.906250	-74.733643
629.882812	-74.307045
630.859375	-74.132637
631.835938	-74.516220
632.812500	-73.803375
633.789062	-73.786362
634.765625	-75.435570
635.742188	-74.025513
636.718750	-74.123863
637.695312	-74.918015
638.671875	-74.186058
639.648438	-74.603493
640.625000	-74.969116
641.601562	-75.623100
642.578125	-74.359276
643.554688	-74.419945
644.531250	-74.366035
645.507812	-74.245827
646.484375	-76.098145
647.460938	-76.201508
648.437500	-74.747566
649.414062	-75.279747
650.390625	-75.882484
651.367188	-74.956490
652.343750	-74.407379
653.320312	-75.380684
654.296875	-75.386429
655.273438	-75.602951
656.250000	-76.449028
657.226562	-76.808228
658.203125	-75.908936
659.179688	-76.648506
660.156250	-76.548378
661.132812	-76.665321
662.109375	-76.724182
663.085938	-75.484711
664.062500	-76.066154
665.039062	-75.531693
666.015625	-76.239059
666.992188	-77.463287
667.968750	-77.515244
668.945312	-76.827469
669.921875	-77.260849
670.898438	-76.951462
671.875000	-76.544380
672.851562	-76.074974
673.828125	-77.281067
674.804688	-77.763145
675.781250	-78.420937
676.757812	-76.603233
677.734375	-77.410934
678.710938	-77.681084
679.687500	-78.285896
680.664062	-76.265556
681.640625	-76.379372
682.617188	-76.314964
683.593750	-76.329407
684.570312	-77.221619
685.546875	-76.615395
686.523438	-77.393105
687.500000	-77.727074
688.476562	-77.494591
689.453125	-76.682510
690.429688	-78.275894
691.406250	-78.016319
692.382812	-77.363930
693.359375	-77.407402
694.335938	-77.816551
695.312500	-78.627823
696.289062	-79.342072
697.265625	-77.486137
698.242188	-77.429886
699.218750	-78.461472
700.195312	-77.791656
701.171875	-77.151474
702.148438	-77.676735
703.125000	-77.220566
704.101562	-76.505569
705.078125	-77.571411
706.054688	-77.307709
707.031250	-77.783440
708.007812	-78.163139
708.984375	-77.755669
709.960938	-78.200462
710.937500	-77.131653
711.914062	-77.017265
712.890625	-77.901802
713.867188	-76.420448
714.843750	-77.973740
715.820312	-76.945801
716.796875	-77.637344
717.773438	-77.427490
718.750000	-77.454819
719.726562	-78.343781
720.703125	-77.892708
721.679688	-76.992805
722.656250	-77.772125
723.632812	-77.490128
724.609375	-77.199776
725.585938	-76.561668
726.562500	-76.935471
727.539062	-78.223999
728.515625	-77.517960
729.492188	-78.198044
730.468750	-77.387619
731.445312	-77.162643
732.421875	-77.643883
733.398438	-77.914268
734.375000	-76.650711
735.351562	-77.831566
736.328125	-77.810837
737.304688	-77.768387
738.281250	-76.968086
739.257812	-76.603218
740.234375	-76.949173
741.210938	-77.635574
742.187500	-76.042274
743.164062	-75.824455
744.140625	-77.706711
745.117188	-76.604477
746.093750	-76.292358
747.070312	-76.671524
748.046875	-76.578537
749.023438	-77.386200
750.000000	-77.598137
750.976562	-76.527519
751.953125	-76.164955
752.929688	-77.654778
753.906250	-77.196739
754.882812	-76.213249
755.859375	-76.446991
756.835938	-77.372391
757.812500	-76.729149
758.789062	-76.589928
759.765625	-75.822250
760.742188	-76.215630
761.718750	-76.368690
762.695312	-76.415886
763.671875	-76.529419
764.648438	-75.516693
765.625000	-76.035805
766.601562	-76.232773
767.578125	-76.258263
768.554688	-75.079498
769.531250	-75.697937
770.507812	-75.364449
771.484375	-75.783798
772.460938	-76.869476
773.437500	-76.116600
774.414062	-75.542633
775.390625	-74.517799
776.367188	-76.060265
777.343750	-75.010445
778.320312	-74.982201
779.296875	-75.237061
780.273438	-76.533302
781.250000	-76.675720
782.226562	-75.854317
783.203125	-74.930641
784.179688	-74.682320
785.156250	-74.297935
786.132812	-74.370995
787.109375	-74.520714
788.085938	-73.081696
789.062500	-74.463074
790.039062	-74.577370
791.015625	-75.152061
791.992188	-73.421944
792.968750	-73.482140
793.945312	-73.248245
794.921875	-73.978348
795.898438	-73.499931
796.875000	-73.259460
797.851562	-72.809319
798.828125	-72.071083
799.804688	-71.688240
800.781250	-72.738579
801.757812	-72.671112
802.734375	-72.956329
803.710938	-72.502655
