Frequency (Hz)	Level (dB)
775.390625	-72.821007
776.367188	-74.732620
777.343750	-74.002495
778.320312	-73.509293
779.296875	-74.277649
780.273438	-75.156052
781.250000	-75.419403
782.226562	-74.500977
783.203125	-73.710434
784.179688	-73.577835
785.156250	-73.570076
786.132812	-73.595779
787.109375	-73.947647
788.085938	-72.677559
789.062500	-73.638847
790.039062	-73.874321
791.015625	-74.646561
791.992188	-73.012177
792.968750	-73.112755
793.945312	-73.032089
794.921875	-73.946091
795.898438	-73.306084
796.875000	-73.205032
797.851562	-72.748497
798.828125	-72.068810
799.804688	-72.007637
800.781250	-73.160439
801.757812	-72.786446
802.734375	-73.221230
803.710938	-73.300369
804.687500	-73.652832
805.664062	-72.841492
806.640625	-73.286972
807.617188	-72.840057
808.593750	-72.384521
809.570312	-72.417290
810.546875	-72.625946
811.523438	-73.867409
812.500000	-73.035179
813.476562	-71.781349
814.453125	-72.457626
815.429688	-72.534477
816.406250	-71.613556
817.382812	-72.763725
818.359375	-71.422874
819.335938	-72.232018
820.312500	-71.602280
821.289062	-71.870415
822.265625	-72.809952
823.242188	-71.373764
824.218750	-71.894073
825.195312	-71.625870
826.171875	-72.265808
827.148438	-70.420219
828.125000	-72.016075
829.101562	-72.006050
830.078125	-71.670326
831.054688	-71.350105
832.031250	-70.995216
833.007812	-71.168457
833.984375	-71.243561
834.960938	-71.423096
835.937500	-71.410942
836.914062	-70.561661
837.890625	-71.813499
838.867188	-70.925621
839.843750	-71.661331
840.820312	-71.851295
841.796875	-69.988083
842.773438	-70.342331
843.750000	-70.808159
844.726562	-69.555092
845.703125	-70.875008
846.679688	-70.642097
847.656250	-69.079102
848.632812	-68.687881
849.609375	-68.846519
850.585938	-69.099663
851.562500	-69.352631
852.539062	-68.750679
853.515625	-68.671585
854.492188	-68.160652
855.468750	-68.356621
856.445312	-67.863861
857.421875	-67.421715
858.398438	-67.729233
859.375000	-67.155647
860.351562	-66.669052
861.328125	-67.187363
862.304688	-66.765884
863.281250	-67.177010
864.257812	-65.816414
865.234375	-66.588539
866.210938	-65.405045
867.187500	-65.863403
868.164062	-64.792572
869.140625	-64.671021
870.117188	-63.748489
871.093750	-63.940582
872.070312	-63.182793
873.046875	-63.326397
874.023438	-62.928181
875.000000	-63.636269
875.976562	-62.482445
876.953125	-62.500778
877.929688	-62.509659
878.906250	-61.827709
879.882812	-61.621742
880.859375	-60.361938
881.835938	-59.715382
882.812500	-60.608440
883.789062	-60.053364
884.765625	-59.741676
885.742188	-59.305397
886.718750	-58.670406
887.695312	-58.999596
888.671875	-58.028667
889.648438	-56.716423
890.625000	-59.056217
891.601562	-58.670048
892.578125	-58.973549
893.554688	-58.884884
894.531250	-58.486805
895.507812	-58.907269
896.484375	-59.096836
897.460938	-59.356544
898.437500	-60.091991
899.414062	-59.878738
900.390625	-59.381134
901.367188	-58.942623
902.343750	-59.526123
903.320312	-60.731407
904.296875	-61.317085
905.273438	-60.561287
906.250000	-60.701527
907.226562	-61.324089
908.203125	-62.789062
909.179688	-63.000759
910.156250	-63.326828
911.132812	-62.968147
912.109375	-61.746994
913.085938	-64.559113
914.062500	-64.245857
915.039062	-64.296913
916.015625	-66.041245
916.992188	-64.252350
917.968750	-64.375092
918.945312	-65.517815
919.921875	-65.579636
920.898438	-64.663094
921.875000	-65.861206
922.851562	-67.410889
923.828125	-65.419998
924.804688	-66.578331
925.781250	-66.559052
926.757812	-66.073639
927.734375	-67.580803
928.710938	-68.067635
929.687500	-67.477684
930.664062	-67.147583
931.640625	-67.438293
932.617188	-67.265640
933.593750	-68.244362
934.570312	-68.240929
935.546875	-67.295509
936.523438	-67.893326
937.500000	-68.477936
938.476562	-68.291924
939.453125	-68.446136
940.429688	-68.856125
941.406250	-68.638756
942.382812	-68.464546
943.359375	-70.065643
944.335938	-70.850204
945.312500	-68.908455
946.289062	-69.649742
947.265625	-69.425987
948.242188	-69.879524
949.218750	-69.880081
950.195312	-69.425339
951.171875	-70.625931
952.148438	-70.261490
953.125000	-69.565651
954.101562	-70.933952
955.078125	-70.075233
956.054688	-70.387634
957.031250	-69.600998
958.007812	-71.259674
958.984375	-71.047028
959.960938	-72.353760
960.937500	-72.172134
961.914062	-71.347672
962.890625	-71.065529
963.867188	-70.420517
964.843750	-70.638962
965.820312	-71.788307
966.796875	-71.792336
967.773438	-73.158386
968.750000	-72.232803
969.726562	-72.009636
970.703125	-71.049774
971.679688	-71.626823
972.656250	-71.619370
973.632812	-71.513916
974.609375	-71.056335
975.585938	-71.497826
976.562500	-71.913124
977.539062	-71.467850
978.515625	-72.280411
979.492188	-71.341476
980.468750	-71.540146
981.445312	-72.186188
982.421875	-72.052681
983.398438	-71.265671
984.375000	-73.214302
985.351562	-72.470604
986.328125	-71.887909
987.304688	-71.258934
988.281250	-72.183296
989.257812	-74.304626
